Species	12SRRN	16SRRN	28SRRN	ATP6	ATP8	BDNF	COX1	COX2	COX3	CXCR4	CYTB	NAD1	NAD2	NAD3	NAD4	NAD4L	NAD5	NAD6	NCX1	POMC	RAG1	RAG2	RHOD	SIA	SLC8A3	TYR
Polypedates_colletti	AB728189.1	AB728189.1	-	-	-	KC961124.1	-	-	-	-	GQ204514.1	-	-	-	-	-	-	-	AB728229.1	AB728246.1	GQ204579.1	-	AB728285.1	-	AB728302.1	KC961215.1
Polypedates_cruciger	AY141799.1	AY341685.1	-	-	-	HM998939.1	-	-	-	-	AF249089.1	-	-	-	-	-	-	-	HM998956.1	HM998970.1	HQ260712.1	-	AF249124.1	-	-	AF249187.1
Polypedates_discantus	-	KF303483.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Polypedates_impresus	-	KR827999.1	-	-	-	-	KR087870.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Polypedates_leucomystax	AB728159.1	AB728102.1	KC179932.1	-	-	KC180096.1	KR087873.1	-	-	-	AB451718.1	JX393551.1	AY607303.1	-	-	-	-	-	AB728224.1	AB728241.1	GQ204583.1	-	AY880649.1	-	AB728297.1	KU840746.1
Polypedates_macrotis	AB728187.1	AB728187.1	-	-	-	KC961126.1	-	-	-	-	GQ204512.1	-	-	-	-	-	-	-	AB728227.1	AB728244.1	GQ204577.1	-	AB728283.1	-	AB728300.1	KC961218.1
Polypedates_maculatus	AB728188.1	AB728188.1	-	-	-	GQ204451.1	GU136125.1	-	-	-	GQ204511.1	-	-	-	-	-	-	-	AB728228.1	AB728245.1	AY323777.1	AY323802.1	AB728284.1	-	AB728301.1	AB728318.1
Polypedates_megacephalus	NC_032344.1	AY458598.1	KC179933.1	NC_032344.1	NC_032344.1	KC180112.1	NC_032344.1	NC_032344.1	NC_032344.1	-	NC_032344.1	NC_032344.1	NC_032344.1	NC_032344.1	NC_032344.1	NC_032344.1	NC_032344.1	NC_032344.1	AB728222.1	GQ285739.1	GQ285771.1	-	AY880650.1	-	AB728295.1	KU840747.1
Polypedates_mutus	AF161038.1	HQ588946.1	-	-	-	GQ285707.1	KR087894.1	-	-	-	-	-	-	-	-	-	-	-	-	GQ285738.1	GQ285770.1	-	AY880651.1	-	-	EU215611.1
Polypedates_otilophus	AB907713.1	AB907713.1	-	-	-	KC961129.1	-	-	-	-	GQ204513.1	-	-	-	-	-	-	-	AB907723.1	AB907725.1	GQ204578.1	-	AB907732.1	-	AB728303.1	KC961220.1
Polypedates_pleurostictus	AY880566.1	AY880522.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AY880652.1	-	-	-
Polypedates_pseudocruciger	KU170009.1	AB530550.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KU169959.1	-	KU169935.1	-	-	-
Polypedates_teraiensis	-	AB530518.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Poyntonia_paludicola	KU354518.1	DQ347341.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DQ347283.1	HQ014437.1	DQ347402.1	-	-	DQ347191.1
Poyntonophrynus_damaranus	-	AF220906.1	-	-	-	-	-	-	-	-	-	-	AF463793.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Poyntonophrynus_dombensis	AF220857.1	AF220907.1	-	-	-	-	-	-	-	-	-	-	AF463794.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Poyntonophrynus_fenoulheti	AF220859.1	AF220908.1	-	-	-	-	KF665728.1	-	-	KF666066.1	-	-	-	-	-	-	-	-	-	-	KF666357.1	-	-	-	-	-
Poyntonophrynus_hoeschi	AF220858.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Poyntonophrynus_vertebralis	U52730.1	U52766.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_acatallelus	-	JN104675.1	-	-	-	-	JN371120.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898368.1
Pristimantis_acerus	EF493678.1	EF493678.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_achatinus	EF493827.1	EF493660.1	-	-	-	-	JN371122.1	-	-	-	KC857740.1	-	-	-	-	-	-	-	-	JF422229.1	KC858083.1	-	-	-	-	KT898335.1
Pristimantis_achuar	-	EU130621.1	-	-	-	-	-	-	-	-	EU130672.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_actites	EF493696.1	EF493696.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493432.1	-	-	-	-	EF493494.1
Pristimantis_acuminatus	-	DQ195448.1	-	-	-	-	-	-	-	-	EU130577.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_affinis	JN991487.1	JN991424.1	-	-	-	-	JN991353.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JN991554.1
Pristimantis_altae	JN991496.1	-	-	-	-	-	JN991361.1	-	-	-	-	-	EU443185.1	-	-	-	-	-	-	-	JQ025174.1	-	-	-	-	JN991560.1
Pristimantis_altamazonicus	EF493670.1	EF493670.1	-	-	-	-	GU168782.1	-	-	-	-	-	GU168782.1	-	-	-	-	-	-	-	EF493441.1	-	-	-	-	EU186778.1
Pristimantis_altamnis	KP064142.1	EU130625.1	-	-	-	-	KP064164.1	-	-	-	EU130677.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_angustilineatus	-	JN371035.1	-	-	-	-	JN371124.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898304.1	-	-	-	-	KT898341.1
Pristimantis_aniptopalmatus	EF493390.1	EF493390.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_anolirex	-	DQ195450.1	-	-	-	-	-	-	-	-	DQ195478.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_appendiculatus	EF493524.1	EF493524.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_ardalonychus	EU186664.1	EU186664.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_aureoventris	-	JQ742159.1	-	-	-	-	-	-	-	-	-	JQ742333.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_bambu	JF906322.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_bipunctatus	EF493702.1	EF493702.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493430.1	-	-	-	-	EF493492.1
Pristimantis_bogotensis	JN991497.1	DQ195451.1	-	-	-	-	JN991362.1	-	-	-	DQ195479.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_boulengeri	-	KU724435.1	-	-	-	-	KU724444.1	-	-	-	DQ195480.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_brevifrons	JN991498.1	JN370962.1	-	-	-	-	JN371055.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898343.1
Pristimantis_briceni	JX155297.1	JX155297.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_bromeliaceus	EF493351.1	EF493351.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_buccinator	-	EU712631.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_buckleyi	EF493350.1	EF493350.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_buenaventura	KU999242.1	KU999170.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_cajamarcensis	EF493823.1	EF493663.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_calcaratus	-	JN104659.1	-	-	-	-	JN104668.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898307.1	-	-	-	-	KT898346.1
Pristimantis_calcarulatus	EF493523.1	EF493523.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_capitonis	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898298.1	-	-	-	-	KT898333.1
Pristimantis_caprifer	EF493391.1	EF493391.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_carranguerorum	-	KP149324.1	-	-	-	-	KP149128.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_carvalhoi	-	DQ195454.1	-	-	-	-	-	-	-	-	DQ195481.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_caryophyllaceus	EU186686.1	EU186686.1	-	-	-	-	KR863044.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KJ201964.1	-	-	-	-	JN991563.1
Pristimantis_cedros	-	KT210157.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_celator	EF493685.1	EF493685.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_cerasinus	JN991502.1	FJ784387.1	-	-	-	-	KR863049.1	-	-	-	-	-	EU443194.1	-	-	-	-	-	-	-	JQ025178.1	-	-	-	-	JN991565.1
Pristimantis_ceuthospilus	EF493520.1	EF493520.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_chalceus	EF493675.1	EF493675.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_chiastonotus	JN690703.1	JN691277.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JN692009.1
Pristimantis_chloronotus	AY326007.1	AY326007.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_citriogaster	EF493700.1	EF493700.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_colomai	EF493354.1	EF493354.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493440.1	-	-	-	-	EF493502.1
Pristimantis_condor	EF493701.1	EF493701.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493443.1	-	-	-	-	EF493504.1
Pristimantis_conservatio	JX155287.1	JX155287.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_conspicillatus	EF493529.1	EF493529.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493437.1	-	-	-	-	EF493499.1
Pristimantis_cremnobates	EF493528.1	EF493528.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493424.1	-	-	-	-	EF493486.1
Pristimantis_crenunguis	EF493693.1	EF493666.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_croceoinguinis	EF493669.1	EF493665.1	-	-	-	-	KP064157.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_crucifer	EU186736.1	EU186718.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_cruentus	EF493697.1	EF493697.1	-	-	-	-	KR863059.1	-	-	-	-	-	EU443188.1	-	-	-	-	-	AY948836.1	-	JQ025181.1	-	-	GQ345313.1	AY948898.1	JN991569.1
Pristimantis_cryophilius	EF493672.1	EF493672.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_curtipes	EF493513.1	EF493513.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AY819092.1	DQ679272.1	-	-	-	-	EF493497.1
Pristimantis_danae	-	EU192264.1	-	-	-	-	-	-	-	-	EF636950.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_delius	-	KP064150.1	-	-	-	-	KP064162.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_devillei	EF493688.1	EF493688.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_diadematus	EU186668.1	EU186668.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_dissimulatus	EF493522.1	EF493522.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_dorado	-	KU496875.1	-	-	-	-	KU496873.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_dorsopictus	KP082864.1	KU724440.1	-	-	-	-	KU724448.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP082879.1
Pristimantis_duellmani	AY326003.1	AY326003.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493438.1	-	-	-	-	EF493500.1
Pristimantis_elegans	-	DQ195457.1	-	-	-	-	-	-	-	-	DQ195483.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_eriphus	EU186671.1	EU186671.1	-	-	-	-	-	-	-	-	DQ195484.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_erythropleura	JN991509.1	JN371036.1	-	-	-	-	JN371127.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898310.1	-	-	-	-	KT898349.1
Pristimantis_euphronides	EF493527.1	EF493527.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493427.1	-	-	-	-	EF493489.1
Pristimantis_fenestratus	KT221610.1	KT221610.1	-	KT221610.1	KT221610.1	-	KT221610.1	KT221610.1	KT221610.1	-	KT221610.1	KT221610.1	KT221610.1	KT221610.1	KT221610.1	KT221610.1	KT221610.1	KT221610.1	-	-	-	-	-	-	-	-
Pristimantis_frater	-	KP149461.1	-	-	-	-	KP149251.1	-	-	-	DQ195485.1	-	-	-	-	-	-	-	-	-	JQ025183.1	-	-	-	-	-
Pristimantis_gaigei	JN991513.1	FJ784490.1	-	-	-	-	FJ766792.1	-	-	-	-	-	-	-	-	-	-	-	-	-	JQ025185.1	-	-	-	-	JN991570.1
Pristimantis_galdi	EU186670.1	EU186670.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EU186746.1	-	-	-	-	EU186767.1
Pristimantis_gentryi	EF493511.1	EF493511.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_ginesi	JX155295.1	JX155295.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_glandulosus	EF493676.1	EF493676.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_gryllus	JX306022.1	JX306022.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_gutturalis	JN690705.1	JN691313.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JN692012.1
Pristimantis_hectus	-	JN371038.1	-	-	-	-	JN371130.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898314.1	-	-	-	-	KT898352.1
Pristimantis_imitatrix	EF493824.1	EF493667.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_inguinalis	EU186676.1	EU186676.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JN692014.1
Pristimantis_inusitatus	EF493677.1	EF493677.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_jaguensis	KP082860.1	KP082870.1	-	-	-	-	KP082877.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP082878.1
Pristimantis_jester	-	JQ742169.1	-	-	-	-	-	-	-	-	-	JQ742341.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_jorgevelosai	-	DQ195461.1	-	-	-	-	-	-	-	-	DQ195486.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_juanchoi	-	JN104681.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898315.1	-	-	-	-	KT898353.1
Pristimantis_jubatus	-	JN104665.1	-	-	-	-	JN104674.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898318.1	-	-	-	-	KT898356.1
Pristimantis_kelephas	-	JN104661.1	-	-	-	-	JN104670.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898321.1	-	-	-	-	KT898359.1
Pristimantis_kichwarum	KP064141.1	EU130616.1	-	-	-	-	-	-	-	-	EF581063.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_koehleri	FJ438810.1	EU192282.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_labiosus	EF493694.1	EF493694.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_lancinii	JX155284.1	JX155284.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_lanthanites	EF493695.1	EF493695.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_latidiscus	EF493698.1	EF493698.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_leoni	EF493684.1	EF493684.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493433.1	-	-	-	-	EF493495.1
Pristimantis_librarius	JN991515.1	JN991451.1	-	-	-	-	JN991379.1	-	-	-	-	-	-	-	-	-	-	-	-	-	JQ025188.1	-	-	-	-	JN991571.1
Pristimantis_lirellus	EF493521.1	EF493521.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_llojsintuta	-	EU712642.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_luscombei	KP064143.1	KP064156.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_luteolateralis	EF493517.1	EF493517.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_lutitus	-	KP149401.1	-	-	-	-	KU496874.1	-	-	-	DQ195488.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_lymani	EF493392.1	EF493392.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_lynchi	-	DQ195463.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_malkini	EU186663.1	EU186663.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_marmoratus	EU186692.1	EU186692.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JN692010.1
Pristimantis_martiae	JN991516.1	KP064149.1	-	-	-	-	JN991381.1	-	-	-	-	-	-	-	-	-	-	-	-	-	JQ025189.1	-	-	-	-	JN991572.1
Pristimantis_matidiktyo	KP064140.1	KP064147.1	-	-	-	-	KP064159.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_melanogaster	EF493826.1	EF493664.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_merostictus	-	DQ195465.1	-	-	-	-	-	-	-	-	DQ195489.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_miktos	-	KP064151.1	-	-	-	-	KP064163.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_mindo	-	KF801584.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_miyatai	JN991518.1	KP149351.1	-	-	-	-	KP149276.1	-	-	-	DQ195490.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JN991573.1
Pristimantis_moro	JN991520.1	JN991453.1	-	-	-	-	JN991384.1	-	-	-	-	-	-	-	-	-	-	-	-	-	JQ025192.1	-	-	-	-	JN991575.1
Pristimantis_museosus	JN991521.1	FJ784354.1	-	-	-	-	KC014760.1	-	-	-	-	-	AY273103.1	-	-	-	-	-	-	-	JQ025193.1	-	-	-	-	JN991576.1
Pristimantis_myops	-	JN371039.1	-	-	-	-	JN371132.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898323.1	-	-	-	-	KT898361.1
Pristimantis_nervicus	JN991522.1	JN991456.1	-	-	-	-	JN991386.1	-	-	-	-	-	-	-	-	-	-	-	-	-	JQ025194.1	-	-	-	-	JN991577.1
Pristimantis_nicefori	-	-	-	-	-	-	-	-	-	-	DQ195491.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_nietoi	KU999286.1	KU999213.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_nyctophylax	EF493526.1	EF493526.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493425.1	-	-	-	-	EF493487.1
Pristimantis_ockendeni	EF493519.1	EF493519.1	-	-	-	-	JN991387.1	-	-	-	-	-	-	-	-	-	-	-	-	-	EF493434.1	-	-	-	-	EF493496.1
Pristimantis_ocreatus	EF493682.1	EF493682.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_orcesi	EF493679.1	EF493679.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_orestes	EF493388.1	EF493388.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_orpacobates	-	-	-	-	-	-	JN371135.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898325.1	-	-	-	-	KT898363.1
Pristimantis_pahuma	-	KT210158.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_paisa	JN991524.1	JN991459.1	-	-	-	-	JN991389.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JN991578.1
Pristimantis_palmeri	-	JN371031.1	-	-	-	-	JN371118.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898328.1	-	-	-	-	KT898366.1
Pristimantis_paramerus	JX155279.1	JX155279.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_pardalis	JN991527.1	FJ784386.1	-	-	-	-	FJ766804.1	-	-	-	-	-	AY273102.1	-	-	-	-	-	-	-	JQ025198.1	-	-	-	-	JN991579.1
Pristimantis_parvillus	KU999288.1	EF493352.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_permixtus	-	DQ195467.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_peruvianus	EF493707.1	EF493707.1	-	-	-	-	JN991392.1	-	-	-	DQ195492.1	-	-	-	-	-	-	-	-	-	EF493436.1	-	-	-	-	EF493498.1
Pristimantis_petrobardus	EF493825.1	EF493367.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_phoxocephalus	EF493349.1	EF493349.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_pirrensis	JN991528.1	JN991462.1	-	-	-	-	JN991393.1	-	-	-	-	-	EU443190.1	-	-	-	-	-	-	-	JQ025199.1	-	-	-	-	JN991580.1
Pristimantis_platydactylus	JN991529.1	EU712671.1	-	-	-	-	JN991394.1	-	-	-	EF636948.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_pleurostriatus	JX155292.1	JX155278.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_pluvialis	-	KX155577.1	-	-	-	-	KX155583.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_prolatus	EU186701.1	EU186701.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_prometeii	-	KX525476.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KX525471.1	-	-	-	-	-
Pristimantis_ptochus	JN991530.1	-	-	-	-	-	JN991395.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JN991581.1
Pristimantis_pulchridormientes	-	KX664107.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_pulvinatus	EU186741.1	EU186723.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_pycnodermis	EF493680.1	EF493680.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_pyrrhomerus	EF493683.1	EF493683.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_quantus	-	JN104684.1	-	-	-	-	JN371136.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KT898329.1	-	-	-	-	KT898367.1
Pristimantis_quaquaversus	JN991532.1	EU130580.1	-	-	-	-	JN991396.1	-	-	-	EU130578.1	-	-	-	-	-	-	-	-	-	JQ025201.1	-	-	-	-	JN991582.1
Pristimantis_quinquagesimus	EF493690.1	EF493690.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_reichlei	-	EU192287.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_rhabdocnemus	EU186724.1	EU186706.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_rhabdolaemus	EF493706.1	EF493706.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_rhodoplichus	EF493674.1	EF493674.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pristimantis_ridens	EF493355.1	EF493355.1	-	-	-	-	KR863063.1	-	-	-	-	-	EU443183.1	-	-	-	-	-	-	-	JQ025204.1	-	-	-	-	JN991586.1
Pristimantis_riveti	EF493348.1	EF493348.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
